date,order_id,customer_id,sku,revenue,quantity,profit,margin,year,month,week,day_of_week,day_of_month,month_name,Бренд,Категория,Тип,current_price,segment,tier,avg_price,profit_margin
2025-06-22,ORD625885,36919791,CCC_Clear_1118,1800,4,4401.0,1.0,2025,6,25,Sunday,22,June,K-DOO,Чехлы,Чехол для смартфона,1800.0,New Customers,Gold,450.0,2.445
2025-03-24,ORD276217,82611352,HHH_Pink_5740,3380,1,144.19999999999982,0.042662721893491,2025,3,13,Monday,24,March,KZDOO,Чехлы,Чехол для смартфона,3380.0,High Value New Customers,Gold,3380.0,0.04266272189349107
2025-08-27,ORD552853,56847236,GGG_Purple_3146,9180,2,9472.6,1.0,2025,8,35,Wednesday,27,August,KZDOO,Чехлы,Чехол для смартфона,9180.0,High Value New Customers,Gold,4590.0,1.0318736383442266
2025-03-02,ORD949317,34643765,GGG_Black_5712,6980,3,12245.4,1.0,2025,3,9,Sunday,2,March,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,Loyal Customers,Platinum,2326.6666666666665,1.754355300859599
2025-09-20,ORD477046,21167732,EEE_Black_9568,9980,3,18810.6,1.0,2025,9,38,Saturday,20,September,KZDOO,Чехлы,Чехол для смартфона,9980.0,High Value New Customers,Gold,3326.6666666666665,1.884829659318637
2025-09-15,ORD699926,32826828,EEE_Titanium_7662,6990,1,-183.5,-0.0262517882689556,2025,9,38,Monday,15,September,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,Loyal Customers,Platinum,6990.0,-0.02625178826895565
2025-05-02,ORD850161,13735368,EEE_Clear_4552,3490,3,6543.5,1.0,2025,5,18,Friday,2,May,KZDOO,Чехлы,Чехол для смартфона,3490.0,123,Silver,1163.3333333333333,1.8749283667621777
2025-03-21,ORD677246,89677157,DDD_White_8101,7180,4,18631.2,1.0,2025,3,12,Friday,21,March,K-DOO,Чехлы,Чехол для смартфона,7180.0,325,Gold,1795.0,2.594874651810585
2025-05-18,ORD350701,48819696,BBB_Black_2129,5100,3,9915.0,1.0,2025,5,20,Sunday,18,May,KZDOO,Чехлы,Чехол для наушников,5100.0,Cannot Lose Them,Silver,1700.0,1.9441176470588235
2025-07-29,ORD231272,25324439,HHH_Red_4713,2000,3,3111.0,1.0,2025,7,31,Tuesday,29,July,Нет бренда,Чехлы,Чехол для смартфона,2000.0,New Customers,Gold,666.6666666666666,1.5555
2025-08-28,ORD530893,70160612,AAA_Purple_3399,7828,4,23068.0,1.0,2025,8,35,Thursday,28,August,KZDOO,Чехлы,Чехол для смартфона,7828.0,Champions,Platinum,1957.0,2.946857434849259
2025-05-09,ORD762118,74230163,CCC_Blue_5972,4990,1,334.4000000000001,0.0670140280561122,2025,5,19,Friday,9,May,KZDOO,Чехлы,Чехол для смартфона,4990.0,213,Silver,4990.0,0.06701402805611224
2025-06-26,ORD348235,16502779,HHH_Titanium_2914,3250,1,37.5,0.0115384615384615,2025,6,26,Thursday,26,June,KZDOO,Чехлы,Чехол для смартфона,3250.0,New Customers,Gold,3250.0,0.011538461538461539
2025-02-15,ORD911790,43817644,AAA_Green_1908,11100,4,28921.0,1.0,2025,2,7,Saturday,15,February,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Platinum,2775.0,2.6054954954954956
2025-05-31,ORD595374,93363944,DDD_Blue_6449,580,4,1211.2,1.0,2025,5,22,Saturday,31,May,Robiton,Батарейки и аккумуляторы,Батарейка,580.0,Potential Loyalists,Silver,145.0,2.0882758620689654
2025-02-17,ORD992713,22843017,BBB_Black_5404,6090,4,16738.6,1.0,2025,2,8,Monday,17,February,KZDOO,Чехлы,Чехол для смартфона,6090.0,At Risk,Bronze,1522.5,2.7485385878489326
2025-07-11,ORD858391,88157875,BBB_Green_9675,5300,3,9584.0,1.0,2025,7,28,Friday,11,July,KZDOO,Чехлы,Чехол для смартфона,5300.0,Loyal Customers,Gold,1766.6666666666667,1.8083018867924527
2025-01-10,ORD568967,35214367,FFF_White_7199,9990,4,27356.0,1.0,2025,1,2,Friday,10,January,KZDOO,Чехлы,Чехол для смартфона,9990.0,325,Gold,2497.5,2.7383383383383384
2025-09-07,ORD205246,24046960,GGG_Purple_6176,2980,2,2651.8,0.8898657718120806,2025,9,36,Sunday,7,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,1490.0,0.8898657718120806
2025-05-16,ORD809267,98875006,EEE_Black_6295,2500,3,4306.0,1.0,2025,5,20,Friday,16,May,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,2500.0,At Risk,Bronze,833.3333333333334,1.7224
2025-04-19,ORD973267,78108555,BBB_Green_2236,6050,1,707.5,0.1169421487603305,2025,4,16,Saturday,19,April,KZDOO,Чехлы,Чехол для смартфона,6050.0,Champions,Platinum,6050.0,0.11694214876033057
2025-01-14,ORD358580,19259686,HHH_Pink_2327,2000,1,-107.0,-0.0535,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,9380.0,Loyal Customers,Gold,2000.0,-0.0535
2025-01-14,ORD358580,19259686,HHH_Pink_2327,2000,1,-107.0,-0.0535,2025,1,3,Tuesday,14,January,KZDOO,Чехлы,Чехол для смартфона,9380.0,Loyal Customers,Gold,2000.0,-0.0535
2025-08-17,ORD212642,96001367,AAA_Purple_5672,6580,1,-223.5999999999999,-0.0339817629179331,2025,8,33,Sunday,17,August,KZDOO,Чехлы,Чехол для смартфона,6580.0,High Value New Customers,Gold,6580.0,-0.03398176291793312
2025-07-16,ORD379406,67734976,CCC_Green_5247,4980,3,8821.2,1.0,2025,7,29,Wednesday,16,July,KZDOO,Чехлы,Чехол для смартфона,4980.0,Potential Loyalists,Silver,1660.0,1.7713253012048193
2025-05-15,ORD100242,58519965,FFF_White_5263,5800,2,4803.0,0.828103448275862,2025,5,20,Thursday,15,May,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,5800.0,At Risk,Bronze,2900.0,0.828103448275862
2025-03-29,ORD351220,76585970,FFF_White_7505,5180,4,13689.0,1.0,2025,3,13,Saturday,29,March,KEEPHONE,Чехлы,Чехол для смартфона,5180.0,235,Gold,1295.0,2.6426640926640927
2025-06-27,ORD600934,84738673,HHH_White_1139,11000,4,29851.0,1.0,2025,6,26,Friday,27,June,KZDOO,Чехлы,Чехол для смартфона,11000.0,Cannot Lose Them,Gold,2750.0,2.7137272727272728
2025-02-02,ORD382176,93054617,BBB_Purple_1296,2700,1,58.0,0.0214814814814814,2025,2,5,Sunday,2,February,KZDOO,Чехлы,Чехол для смартфона,2700.0,Potential Loyalists,Silver,2700.0,0.02148148148148148
2025-09-07,ORD818991,79145863,BBB_Clear_5799,2980,1,-201.5999999999999,-0.0676510067114093,2025,9,36,Sunday,7,September,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,2980.0,-0.06765100671140936
2025-03-19,ORD982411,69371023,AAA_Red_8534,6180,3,12339.6,1.0,2025,3,12,Wednesday,19,March,KZDOO,Чехлы,Чехол для смартфона,6180.0,Champions,Platinum,2060.0,1.9966990291262137
2025-01-18,ORD571411,60679385,EEE_White_2537,1340,2,979.0,0.7305970149253731,2025,1,3,Saturday,18,January,Robiton,Батарейки и аккумуляторы,Батарейка,1340.0,At Risk,Bronze,670.0,0.7305970149253731
2025-01-27,ORD559801,57336840,DDD_White_8173,1800,4,4507.0,1.0,2025,1,5,Monday,27,January,K-DOO,Чехлы,Чехол для смартфона,1800.0,At Risk,Bronze,450.0,2.503888888888889
2025-08-06,ORD809526,76161009,AAA_Green_4817,6190,3,9749.7,1.0,2025,8,32,Wednesday,6,August,KEEPHONE,Чехлы,Чехол для смартфона,6190.0,324,Gold,2063.3333333333335,1.5750726978998386
2025-01-29,ORD753932,43022400,BBB_Red_2345,2980,4,7740.0,1.0,2025,1,5,Wednesday,29,January,KZDOO,Чехлы,Чехол для смартфона,2980.0,New Customers,Gold,745.0,2.597315436241611
2025-02-28,ORD281346,15266766,AAA_Black_3318,3490,1,4.900000000000091,0.001404011461318,2025,2,9,Friday,28,February,KZDOO,Чехлы,Чехол для смартфона,3490.0,Potential Loyalists,Silver,3490.0,0.0014040114613180776
2025-09-12,ORD998709,80855016,FFF_Titanium_1848,5990,4,14231.6,1.0,2025,9,37,Friday,12,September,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,Loyal Customers,Platinum,1497.5,2.3758931552587645
2025-06-22,ORD336497,69586840,GGG_White_9441,3180,2,2388.2,0.751006289308176,2025,6,25,Sunday,22,June,KZDOO,Чехлы,Чехол для смартфона,3180.0,At Risk,Bronze,1590.0,0.751006289308176
2025-08-03,ORD487477,17430134,AAA_Red_9681,6590,2,6801.299999999999,1.0,2025,8,31,Sunday,3,August,KEEPHONE,Чехлы,Чехол для смартфона,6590.0,314,Silver,3295.0,1.0320637329286797
2025-07-28,ORD699218,58507722,AAA_Purple_1838,5500,1,270.0,0.049090909090909,2025,7,31,Monday,28,July,K-DOO,Чехлы,Чехол для смартфона,5500.0,Potential Loyalists,Silver,5500.0,0.04909090909090909
2025-02-26,ORD986970,70326795,FFF_Purple_9422,11100,2,10999.0,0.9909009009009008,2025,2,9,Wednesday,26,February,Неизвестно,Чехлы,Неизвестно,11100.0,Champions,Platinum,5550.0,0.9909009009009009
2025-08-11,ORD746418,86056168,FFF_Green_1588,11000,2,9211.0,0.8373636363636363,2025,8,33,Monday,11,August,KZDOO,Чехлы,Чехол для смартфона,11000.0,High Value New Customers,Gold,5500.0,0.8373636363636363
2025-08-22,ORD230205,58794039,GGG_Titanium_5888,3300,3,5629.0,1.0,2025,8,34,Friday,22,August,KZDOO,Чехлы,Чехол для смартфона,3300.0,New Customers,Gold,1100.0,1.7057575757575758
2025-02-04,ORD292339,68455110,AAA_Purple_5764,4980,4,13220.8,1.0,2025,2,6,Tuesday,4,February,KZDOO,Чехлы,Чехол для смартфона,4980.0,Loyal Customers,Platinum,1245.0,2.654779116465863
2025-07-29,ORD580959,26479913,EEE_Pink_1004,7180,1,1103.8000000000002,0.1537325905292479,2025,7,31,Tuesday,29,July,KZDOO,Чехлы,Чехол для смартфона,7180.0,314,Silver,7180.0,0.15373259052924793
2025-06-28,ORD283560,13687354,DDD_Black_1710,4990,1,210.5,0.0421843687374749,2025,6,26,Saturday,28,June,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,4990.0,0.04218436873747495
2025-07-13,ORD979253,56270048,HHH_Black_8961,7180,1,1474.3999999999996,0.2053481894150417,2025,7,28,Sunday,13,July,KZDOO,Чехлы,Чехол для смартфона,7180.0,High Value New Customers,Gold,7180.0,0.20534818941504174
2025-05-12,ORD143339,46303448,EEE_Green_9795,10400,1,1243.0,0.1195192307692307,2025,5,20,Monday,12,May,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,10400.0,325,Gold,10400.0,0.11951923076923077
2025-02-25,ORD892321,32156174,DDD_White_3845,1950,1,122.5,0.0628205128205128,2025,2,9,Tuesday,25,February,KEEPHONE,Чехлы,Чехол для смартфона,1950.0,New Customers,Silver,1950.0,0.06282051282051282
2025-08-23,ORD232223,81535584,HHH_White_8297,11100,2,9711.0,0.8748648648648648,2025,8,34,Saturday,23,August,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Gold,5550.0,0.8748648648648648
2025-06-11,ORD754916,17897185,BBB_Red_6872,4990,3,8713.3,1.0,2025,6,24,Wednesday,11,June,KZDOO,Чехлы,Чехол для смартфона,4990.0,324,Gold,1663.3333333333333,1.7461523046092182
2025-02-23,ORD777904,48103158,BBB_Blue_2666,2500,1,-314.0,-0.1256,2025,2,8,Sunday,23,February,KZDOO,Чехлы,Чехол для смартфона,2500.0,New Customers,Gold,2500.0,-0.1256
2025-01-25,ORD728401,22705435,CCC_Green_4282,6580,3,11593.2,1.0,2025,1,4,Saturday,25,January,KZDOO,Чехлы,Чехол для смартфона,6580.0,314,Silver,2193.3333333333335,1.7618844984802433
2025-05-22,ORD512922,32219595,GGG_Pink_3942,2200,3,3842.0,1.0,2025,5,21,Thursday,22,May,KZDOO,Чехлы,Чехол для смартфона,2200.0,About To Sleep,Silver,733.3333333333334,1.7463636363636363
2025-03-11,ORD791215,34469882,HHH_Purple_4677,2450,2,1933.0,0.7889795918367347,2025,3,11,Tuesday,11,March,KEEPHONE,Чехлы,Чехол для смартфона,2450.0,Potential Loyalists,Bronze,1225.0,0.7889795918367347
2025-01-31,ORD809691,85687791,AAA_Black_9253,5980,1,1452.6000000000004,0.2429096989966555,2025,1,5,Friday,31,January,KEEPHONE,Чехлы,Чехол для смартфона,5980.0,Cannot Lose Them,Gold,5980.0,0.24290969899665557
2025-06-03,ORD223482,42236708,HHH_Green_6711,5580,2,5425.0,0.9722222222222222,2025,6,23,Tuesday,3,June,KZDOO,Чехлы,Чехол для смартфона,5580.0,Loyal Customers,Platinum,2790.0,0.9722222222222222
2025-01-13,ORD356046,18386274,EEE_Pink_4898,2900,1,-81.0,-0.0279310344827586,2025,1,3,Monday,13,January,Robiton,Батарейки и аккумуляторы,Батарейка,2900.0,At Risk,Bronze,2900.0,-0.02793103448275862
2025-01-15,ORD592489,28732161,DDD_Blue_4543,490,2,166.70000000000005,0.3402040816326531,2025,1,3,Wednesday,15,January,Robiton,Батарейки и аккумуляторы,Батарейка,490.0,At Risk,Bronze,245.0,0.34020408163265314
2025-06-19,ORD673333,95808454,AAA_Clear_6434,3600,3,6798.0,1.0,2025,6,25,Thursday,19,June,Robiton,Батарейки и аккумуляторы,Аккумуляторная батарейка,3600.0,Cannot Lose Them,Silver,1200.0,1.8883333333333334
2025-09-19,ORD907519,75709449,EEE_Green_6861,11100,1,415.0,0.0373873873873873,2025,9,38,Friday,19,September,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Value New Customers,Gold,11100.0,0.03738738738738739
2025-07-21,ORD247686,26492321,EEE_Purple_3803,2300,4,5728.0,1.0,2025,7,30,Monday,21,July,Renata,Батарейки и аккумуляторы,Батарейка,2300.0,Loyal Customers,Gold,575.0,2.4904347826086957
2025-06-15,ORD857597,83953719,BBB_Blue_5153,6980,3,13752.8,1.0,2025,6,24,Sunday,15,June,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,325,Gold,2326.6666666666665,1.9703151862464183
2025-05-23,ORD772635,80262000,FFF_Titanium_1822,11100,4,27052.0,1.0,2025,5,21,Friday,23,May,KZDOO,Чехлы,Чехол для смартфона,11100.0,Loyal Customers,Platinum,2775.0,2.437117117117117
2025-09-19,ORD189847,33346489,EEE_Purple_4483,1060,3,1694.8000000000002,1.0,2025,9,38,Friday,19,September,Robiton,Батарейки и аккумуляторы,Батарейка,1060.0,New Customers,Silver,353.3333333333333,1.598867924528302
2025-06-16,ORD512362,17932091,GGG_Black_4469,3490,2,2677.9,0.7673065902578795,2025,6,25,Monday,16,June,KZDOO,Чехлы,Чехол для смартфона,3490.0,Potential Loyalists,Silver,1745.0,0.7673065902578797
2025-04-24,ORD521233,80507859,HHH_Clear_8794,3500,1,297.0,0.0848571428571428,2025,4,17,Thursday,24,April,KZDOO,Чехлы,Чехол для смартфона,3500.0,At Risk,Bronze,3500.0,0.08485714285714285
2025-03-31,ORD111270,79710676,AAA_White_1844,4990,3,8522.8,1.0,2025,3,14,Monday,31,March,KZDOO,Чехлы,Чехол для смартфона,4990.0,High Value New Customers,Gold,1663.3333333333333,1.7079759519038076
2025-09-03,ORD492694,28074469,HHH_Black_6852,4990,2,5110.1,1.0,2025,9,36,Wednesday,3,September,KZDOO,Чехлы,Чехол для смартфона,4990.0,Loyal Customers,Platinum,2495.0,1.0240681362725452
2025-05-16,ORD178085,55570580,BBB_White_3663,11100,1,997.0,0.0898198198198198,2025,5,20,Friday,16,May,KZDOO,Чехлы,Чехол для смартфона,11100.0,High Risk High Value,Gold,11100.0,0.08981981981981982
2025-06-11,ORD139926,22270955,CCC_Purple_4954,2980,1,131.79999999999995,0.044228187919463,2025,6,24,Wednesday,11,June,KZDOO,Чехлы,Чехол для смартфона,2980.0,Loyal Customers,Platinum,2980.0,0.04422818791946307
2025-03-25,ORD307680,83447966,BBB_Blue_8761,5180,3,9350.4,1.0,2025,3,13,Tuesday,25,March,KZDOO,Чехлы,Чехол для смартфона,5180.0,Champions,Platinum,1726.6666666666667,1.805096525096525
2025-05-28,ORD575764,87709977,GGG_Black_5508,5648,1,279.8000000000002,0.0495396600566572,2025,5,22,Wednesday,28,May,KZDOO,Чехлы,Чехол для смартфона,5648.0,Cannot Lose Them,Gold,5648.0,0.049539660056657255
2025-02-08,ORD198246,38119865,GGG_Blue_2701,5380,3,8321.8,1.0,2025,2,6,Saturday,8,February,KZDOO,Чехлы,Чехол для смартфона,5380.0,Cannot Lose Them,Silver,1793.3333333333333,1.546802973977695
2025-09-22,ORD641771,70160612,AAA_Purple_3399,7828,1,926.92,0.1184108329075115,2025,9,39,Monday,22,September,KZDOO,Чехлы,Чехол для смартфона,7828.0,Champions,Platinum,7828.0,0.11841083290751149
2025-07-14,ORD659338,12105804,CCC_Clear_2175,7828,4,21321.84,1.0,2025,7,29,Monday,14,July,KZDOO,Чехлы,Чехол для смартфона,7828.0,325,Gold,1957.0,2.723791517629024
2025-08-08,ORD920232,30155466,GGG_Red_1294,5580,2,4942.4,0.8857347670250896,2025,8,32,Friday,8,August,KZDOO,Чехлы,Чехол для смартфона,5580.0,Loyal Customers,Platinum,2790.0,0.8857347670250896
2025-06-05,ORD915478,42669478,FFF_Black_3829,11100,4,29215.0,1.0,2025,6,23,Thursday,5,June,KZDOO,Чехлы,Чехол для смартфона,11100.0,235,Gold,2775.0,2.631981981981982
2025-07-19,ORD238973,47477350,AAA_Blue_8334,5500,3,9770.0,1.0,2025,7,29,Saturday,19,July,K-DOO,Чехлы,Чехол для смартфона,5500.0,Loyal Customers,Platinum,1833.3333333333333,1.7763636363636364
2025-02-02,ORD230219,44426303,CCC_Green_5742,4980,4,12127.4,1.0,2025,2,5,Sunday,2,February,KZDOO,Чехлы,Чехол для смартфона,4980.0,113,Bronze,1245.0,2.4352208835341367
2025-06-03,ORD158596,74559111,AAA_Purple_3253,1390,3,2144.8,1.0,2025,6,23,Tuesday,3,June,KZDOO,Чехлы,Чехол для смартфона,1390.0,At Risk,Bronze,463.3333333333333,1.5430215827338132
2025-03-07,ORD517241,51178363,BBB_White_3471,2980,1,92.59999999999992,0.0310738255033556,2025,3,10,Friday,7,March,KZDOO,Чехлы,Чехол для смартфона,2980.0,At Risk,Bronze,2980.0,0.03107382550335568
2025-04-20,ORD783150,48759312,AAA_Clear_7073,1490,1,-295.29999999999995,-0.1981879194630872,2025,4,16,Sunday,20,April,KZDOO,Чехлы,Чехол для смартфона,1490.0,Potential Loyalists,Silver,1490.0,-0.19818791946308723
2025-02-08,ORD416791,12636113,HHH_Clear_3600,1000,3,1525.0,1.0,2025,2,6,Saturday,8,February,Renata,Батарейки и аккумуляторы,Батарейка,1000.0,At Risk,Bronze,333.3333333333333,1.525
2025-07-04,ORD637103,65992151,FFF_Red_3712,3400,4,7949.0,1.0,2025,7,27,Friday,4,July,KEEPHONE,Чехлы,Чехол для смартфона,3400.0,Loyal Customers,Gold,850.0,2.337941176470588
2025-03-24,ORD963341,18488674,CCC_Clear_9381,3490,1,-77.30000000000018,-0.0221489971346705,2025,3,13,Monday,24,March,KZDOO,Чехлы,Чехол для смартфона,3490.0,Loyal Customers,Gold,3490.0,-0.02214899713467054
2025-01-16,ORD476546,37739044,AAA_Red_6276,3490,2,3330.0,0.9541547277936964,2025,1,3,Thursday,16,January,KZDOO,Чехлы,Чехол для смартфона,3490.0,At Risk,Bronze,1745.0,0.9541547277936963
2025-03-28,ORD398374,61640595,AAA_Purple_8645,3380,1,492.0,0.1455621301775148,2025,3,13,Friday,28,March,KZDOO,Чехлы,Чехол для смартфона,3380.0,Loyal Customers,Gold,3380.0,0.1455621301775148
2025-01-27,ORD963642,20765137,CCC_Pink_8919,1580,2,1224.4,0.7749367088607596,2025,1,5,Monday,27,January,REMAX,Защитные пленки и стекла,Защитное стекло,1580.0,About To Sleep,Silver,790.0,0.7749367088607596
