sku,Бренд,Категория,Тип,current_price,original_price,rating,volume_l,volume_weight_kg,vat_percent,abc_class,xyz_class,abc_xyz_class,revenue,percent_contribution,cv,strategic_recommendation,priority
GGG_Pink_1893,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,13900,0.0011869463567706,1.2278029157808674,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Clear_2976,KZDOO,Чехлы,Чехол для смартфона,3180.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,6360,0.0005430920020907,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Green_2534,REMAX,Защитные пленки и стекла,Защитное стекло,1000.0,4900.0,0.0,0.17,0.1,0,C,Z,CZ,3000,0.0002561754726843,1.6345871038277526,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Green_9565,K-DOO,Чехлы,Чехол для смартфона,1290.0,1690.0,4.8,0.36,0.1,0,B,Z,BZ,6450,0.0005507772662712,1.864744681524183,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_White_3332,KZDOO,Чехлы,Чехол для смартфона,6180.0,11990.0,4.7,1.47,0.3,0,B,Z,BZ,6180,0.0005277214737296,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Clear_3162,KZDOO,Чехлы,Чехол для наушников,5100.0,11990.0,4.9,0.3,0.1,0,B,Z,BZ,10200,0.0008709966071266,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Green_3542,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,26320,0.0022475128136836,1.2278029157808674,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Blue_5790,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,29900,0.0025532155444202,1.044852131323548,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Green_6613,K-DOO,Чехлы,Чехол для смартфона,5500.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,11000,0.0009393100665091,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Blue_5688,KEEPHONE,Чехлы,Чехол для смартфона,6990.0,8990.0,4.9,0.41,0.1,0,A,Z,AZ,20970,0.0017906665540633,1.5223337347638328,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Clear_6744,K-DOO,Чехлы,Чехол для смартфона,4200.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,25200,0.0021518739705481,1.1224972160321824,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Pink_7762,KEEPHONE,Чехлы,Чехол для смартфона,3100.0,3990.0,4.9,0.36,0.1,0,B,Z,BZ,9300,0.0007941439653213,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Titanium_7478,K-DOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,14760,0.0012603833256067,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Purple_7037,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,8340,0.0007121678140623,1.522333734763833,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Green_9615,KZDOO,Чехлы,Чехол для смартфона,3180.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,9540,0.0008146380031361,1.7320508075688772,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Red_2345,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,11920,0.0010178705447989,1.352081728298996,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Green_1753,KEEPHONE,Чехлы,Чехол для смартфона,5200.0,11990.0,4.9,0.28,0.1,0,C,Z,CZ,5200,0.0004440374859861,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_Green_4817,KEEPHONE,Чехлы,Чехол для смартфона,6190.0,11990.0,0.0,0.41,0.1,0,A,Z,AZ,18570,0.0015857261759158,1.5811388300841898,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Blue_1270,KEEPHONE,Чехлы,Чехол для смартфона,4906.0,11990.0,2.0,0.4,0.1,0,C,Z,CZ,4906,0.000418932289663,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_White_8463,KZDOO,Чехлы,Чехол для смартфона,5580.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,16740,0.0014294591375784,1.673624930551426,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Green_3407,KZDOO,Чехлы,Чехол для смартфона,5300.0,11990.0,0.0,0.36,0.1,0,A,Z,AZ,10600,0.0009051533368178,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Titanium_1174,KZDOO,Чехлы,Чехол для смартфона,9980.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,29940,0.0025566312173893,1.6345871038277526,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_4134,KEEPHONE,Чехлы,Чехол для смартфона,7000.0,11990.0,0.0,0.38,0.1,0,A,Z,AZ,28000,0.0023909710783868,1.382931668593933,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Blue_6662,K-DOO,Чехлы,Чехол для наушников,4980.0,11990.0,4.9,0.27,0.1,0,A,Z,AZ,14940,0.0012757538539678,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_White_7075,K-DOO,Чехлы,Чехол для смартфона,6200.0,11990.0,4.9,0.27,0.1,0,A,Z,AZ,12400,0.0010588586204284,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Purple_2309,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,6760,0.0005772487317819,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Green_6347,KZDOO,Чехлы,Чехол для смартфона,11100.0,11990.0,5.0,0.36,0.1,0,A,Z,AZ,33300,0.0028435477467958,1.792842914001591,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Purple_5001,KZDOO,Чехлы,Чехол для смартфона,5180.0,11990.0,4.3,0.36,0.1,0,A,Z,AZ,20720,0.0017693185980062,1.4279574573494829,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Blue_2269,KZDOO,Чехлы,Чехол для смартфона,5990.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,11980,0.0010229940542526,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Purple_4677,KEEPHONE,Чехлы,Чехол для смартфона,2450.0,3990.0,5.0,0.38,0.1,0,C,Z,CZ,4900,0.0004184199387177,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Blue_5448,KZDOO,Чехлы,Чехол для смартфона,6736.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,20208,0.0017255979840015,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Purple_7824,Нет бренда,Чехлы,Чехол для смартфона,2000.0,7900.0,5.0,0.08,0.1,0,B,Z,BZ,8000,0.0006831345938248,2.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
CCC_Clear_2175,KZDOO,Чехлы,Чехол для смартфона,7828.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,23484,0.0020053416001727,1.5,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_White_7977,KZDOO,Чехлы,Чехол для смартфона,3100.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,6200,0.0005294293102142,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Clear_2483,K-DOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,7380,0.0006301916628033,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Titanium_2057,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.4,0.36,0.1,0,A,Z,AZ,14940,0.0012757538539678,1.518481189862733,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Pink_6948,KZDOO,Чехлы,Чехол для смартфона,4500.0,11990.0,4.6,0.36,0.1,0,B,Z,BZ,9000,0.0007685264180529,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Purple_6666,KEEPHONE,Чехлы,Чехол для смартфона,3368.0,4990.0,4.9,0.39,0.1,0,C,Z,CZ,3368,0.0002875996640002,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Clear_1848,KEEPHONE,Чехлы,Чехол для смартфона,2050.0,3990.0,5.0,0.38,0.1,0,C,Z,CZ,4100,0.0003501064793352,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
HHH_Clear_5825,REMAX,Защитные пленки и стекла,Защитное стекло,1240.0,4900.0,5.0,0.17,0.1,0,A,Z,AZ,11160,0.0009529727583856,0.7261843774138907,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Black_5712,KEEPHONE,Чехлы,Чехол для смартфона,6980.0,11990.0,5.0,0.39,0.1,0,A,Z,AZ,41880,0.0035762095986729,1.21875,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_8950,KZDOO,Чехлы,Чехол для смартфона,5980.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,17940,0.0015319293266521,1.522333734763833,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Clear_9381,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,0.36,0.1,0,A,Z,AZ,17450,0.0014900873327803,1.3456042834258386,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Titanium_4851,KZDOO,Чехлы,Чехол для смартфона,6380.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,6380,0.0005447998385752,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
AAA_Black_7462,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,24950,0.0021305260144911,1.5874507866387544,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Purple_2912,KEEPHONE,Чехлы,Чехол для смартфона,5990.0,11990.0,4.9,0.41,0.1,0,A,Z,AZ,11980,0.0010229940542526,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Red_7612,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,26320,0.0022475128136836,1.6249602665199523,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Red_6872,KZDOO,Чехлы,Чехол для смартфона,4990.0,4990.0,0.0,0.36,0.1,0,A,Z,AZ,14970,0.0012783156086946,1.5347536447260846,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Red_7992,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,32900,0.0028093910171045,1.307669683062202,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_White_5541,KZDOO,Чехлы,Чехол для смартфона,5990.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,29950,0.0025574851356316,1.282011968547876,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Red_5832,K-DOO,Чехлы,Чехол для смартфона,1800.0,11990.0,4.8,0.36,0.1,0,C,Z,CZ,3600,0.0003074105672211,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
DDD_White_2968,KEEPHONE,Чехлы,Чехол для смартфона,7980.0,11990.0,4.9,0.38,0.1,0,A,Z,AZ,15960,0.0013628535146805,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Clear_4484,Robiton,Батарейки и аккумуляторы,Батарейка,2460.0,11990.0,4.8,0.11,0.1,0,C,Z,CZ,2460,0.0002100638876011,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
AAA_White_3056,KZDOO,Чехлы,Чехол для смартфона,5180.0,11990.0,4.2,0.36,0.1,0,A,Z,AZ,10360,0.0008846592990031,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Clear_1289,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,8940,0.0007634029085992,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
EEE_Red_9650,KZDOO,Чехлы,Чехол для смартфона,7500.0,11990.0,4.9,0.36,0.1,0,A,Z,AZ,22500,0.0019213160451323,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Black_5174,KZDOO,Чехлы,Чехол для смартфона,3162.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,3162,0.0002700089482092,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
GGG_Purple_7207,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,13160,0.0011237564068418,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Purple_5314,KZDOO,Чехлы,Чехол для смартфона,3380.0,11990.0,4.1,0.36,0.1,0,A,Z,AZ,20280,0.0017317461953459,1.1858541225631425,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
FFF_Black_4039,KZDOO,Чехлы,Чехол для смартфона,9990.0,14990.0,0.0,0.36,0.1,0,A,Z,AZ,19980,0.0017061286480774,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Blue_9580,K-DOO,Чехлы,Чехол для смартфона,5500.0,11990.0,4.8,0.36,0.1,0,A,Z,AZ,27500,0.0023482751662728,1.236931687685298,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Titanium_2708,KZDOO,Чехлы,Чехол для смартфона,7180.0,11990.0,4.6,0.36,0.1,0,A,Z,AZ,21540,0.0018393398938733,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
GGG_Pink_7385,KZDOO,Чехлы,Чехол для смартфона,2980.0,11990.0,4.5,0.36,0.1,0,B,Z,BZ,8940,0.0007634029085992,1.5452362609131385,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Black_2376,KZDOO,Чехлы,Чехол для смартфона,2890.0,3990.0,5.0,0.36,0.1,0,C,Z,CZ,2890,0.0002467823720192,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
FFF_Titanium_8411,KZDOO,Чехлы,Чехол для смартфона,7380.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,7380,0.0006301916628033,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
BBB_Green_8505,KZDOO,Чехлы,Чехол для смартфона,9180.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,45900,0.0039194847320699,1.1409000361828303,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
AAA_Black_9470,KZDOO,Чехлы,Чехол для смартфона,2900.0,11990.0,4.7,1.52,0.3,0,B,Z,BZ,8700,0.0007429088707844,1.792842914001591,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
GGG_Purple_5051,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.5,0.36,0.1,0,A,Z,AZ,19740,0.0016856346102627,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
DDD_Green_9844,KZDOO,Чехлы,Чехол для смартфона,6738.0,11990.0,4.9,0.36,0.1,0,B,Z,BZ,6738,0.0005753701116489,1.0,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
HHH_Black_7854,K-DOO,Чехлы,Чехол для смартфона,7300.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,21900,0.0018700809505954,1.7286645857424163,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Blue_2666,KZDOO,Чехлы,Чехол для смартфона,2500.0,11990.0,4.7,0.36,0.1,0,B,Z,BZ,10000,0.000853918242281,1.4279574573494829,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
DDD_Green_2949,KZDOO,Чехлы,Чехол для смартфона,4980.0,11990.0,4.2,0.36,0.1,0,A,Z,AZ,19920,0.0017010051386238,1.5874507866387544,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Clear_4692,KZDOO,Чехлы,Чехол для смартфона,3490.0,3490.0,0.0,1.32,0.3,0,A,Z,AZ,17450,0.0014900873327803,1.673624930551426,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
EEE_Titanium_6892,KZDOO,Чехлы,Чехол для смартфона,4700.0,11990.0,4.0,0.36,0.1,0,A,Z,AZ,18800,0.0016053662954883,1.79843682124227,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
CCC_Clear_1274,REMAX,Защитные пленки и стекла,Защитное стекло,1460.0,4900.0,4.9,0.17,0.1,0,B,Z,BZ,10220,0.0008727044436112,1.25,⚠ РИСКОВАННЫЕ - Контролировать запасы,Средний
FFF_Purple_8560,KZDOO,Чехлы,Чехол для смартфона,6580.0,11990.0,4.7,0.36,0.1,0,A,Z,AZ,32900,0.0028093910171045,1.4142135623730951,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
HHH_Titanium_9359,KZDOO,Чехлы,Чехол для смартфона,3590.0,5990.0,4.6,0.36,0.1,0,A,Z,AZ,10770,0.0009196699469366,1.0,⚡ ВОПРОСЫ - Изучить нестабильность,Высокий
BBB_Titanium_7452,Varta,Батарейки и аккумуляторы,Батарейка,1360.0,4900.0,4.9,0.04,0.1,0,C,Z,CZ,1360,0.0001161328809502,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
BBB_Green_6494,KZDOO,Чехлы,Чехол для смартфона,2780.0,11990.0,4.7,0.36,0.1,0,C,Z,CZ,2780,0.0002373892713541,1.0,❌ ПРОБЛЕМНЫЕ - Кандидат на исключение,Низкий
