Номер отправления,Статус отправления,Ozon ID,Артикул товара,Итоговая стоимость,Количество товаров в отправлении,Скидка %,Акции,Регион доставки,Способ доставки,Сумма отправления,"Скидка, руб.",Вознаграждение %,"Вознаграждение, руб.",Стоимость доставки,К выплате,Склад отгрузки,Дата логистической операции,date,discount_rub,commission_rub,payout,sku,customer_id,order_id,revenue,quantity,discount_percent,shipment_amount,commission_percent,delivery_cost,estimated_cost,profit,margin,Артикул,Ozon Product ID,SKU,Barcode,Контент-рейтинг,Бренд,Метки,Отзывы,Рейтинг,Категория,Тип,"Объем товара, л","Объемный вес, кг","Доступно к продаже по схеме FBO, шт.","Зарезервировано, шт","Доступно к продаже по схеме FBS, шт.","Доступно к продаже по схеме realFBS, шт.","Зарезервировано на моих складах, шт","Текущая цена с учетом скидки, ₽","Цена до скидки (перечеркнутая цена), ₽","Цена Premium, ₽","Размер НДС, %",rating,volume_l,volume_weight_kg,vat_percent,current_price,original_price,has_discount,discount_size
ORD478782,Доставлен,18488674,CCC_Clear_9381,3490,2,0,Черная пятница,г. Лазаревское,Постамат,6980,0,11,"767,8",374,"5838,2",Склад 1,10.06.2025,2025-06-10,0.0,767.8,5838.2,CCC_Clear_9381,18488674,ORD478782,3490,2,0,6980,11,374,2094.0,3644.2,1.0,CCC_Clear_9381,18488674,644116660,"6,06868E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,3490.0,3490.0,,0%,0.0,0.36,0.1,0,3490.0,3490.0,False,0.0
ORD130061,Доставлен,89459784,FFF_Purple_8560,6580,2,0,Нет,г. Баксан,ПВЗ,13160,0,19,"2500,4",276,"10383,6",Склад 2,01.09.2025,2025-09-01,0.0,2500.4,10383.6,FFF_Purple_8560,89459784,ORD130061,6580,2,0,13160,19,276,3948.0,6335.6,0.962857142857143,FFF_Purple_8560,89459784,961532740,"7,54476E+12",'82.5,KZDOO,,4,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,0,6580.0,11990.0,,0%,4.7,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD756809,Доставлен,33336859,BBB_Blue_8197,6000,2,10,Нет,ст. Канск,Курьер,12000,600,14,1680,251,9469,Склад 1,28.02.2025,2025-02-28,600.0,1680.0,9469.0,BBB_Blue_8197,33336859,ORD756809,6000,2,10,12000,14,251,3600.0,5769.0,0.9615,BBB_Blue_8197,33336859,568863870,RND964015538,'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,6000.0,11000.0,,0%,0.0,0.36,0.1,0,6000.0,11000.0,True,0.45454545454545453
ORD833401,В пути,26561997,CCC_Titanium_7137,6580,3,10,Новогодняя распродажа,клх Шереметьево,Постамат,19740,658,13,"2566,2",408,"16107,8",Склад 1,11.03.2025,2025-03-11,658.0,2566.2,16107.8,CCC_Titanium_7137,26561997,ORD833401,6580,3,10,19740,13,408,3948.0,12009.8,1.0,CCC_Titanium_7137,26561997,866719169,"8,56536E+12",'82.5,KZDOO,,2,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,1,6580.0,11990.0,,0%,4.7,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD649872,Доставлен,40831517,HHH_Titanium_9359,3590,3,10,Черная пятница,клх Чикола,Курьер,10770,359,10,1077,307,9027,Склад 1,01.06.2025,2025-06-01,359.0,1077.0,9027.0,HHH_Titanium_9359,40831517,ORD649872,3590,3,10,10770,10,307,2154.0,6723.0,1.0,HHH_Titanium_9359,40831517,117686960,RND173294155,'77.5,KZDOO,,5,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,3590.0,5990.0,,0%,4.6,0.36,0.1,0,3590.0,5990.0,True,0.4006677796327212
ORD748309,В пути,80225576,BBB_Titanium_7452,1360,4,20,Новогодняя распродажа,ст. Кашхатау,Постамат,5440,272,11,"598,4",381,"4188,6",Склад 2,22.08.2025,2025-08-22,272.0,598.4,4188.6,BBB_Titanium_7452,80225576,ORD748309,1360,4,20,5440,11,381,816.0,3172.6000000000004,1.0,BBB_Titanium_7452,80225576,447063964,"1,82283E+12",'65,Varta,,21,'4.90,Батарейки и аккумуляторы,Батарейка,'0.04,'0.1,0,0,465,0,0,1360.0,4900.0,,0%,4.9,0.04,0.1,0,1360.0,4900.0,True,0.7224489795918367
ORD947949,В пути,82562635,BBB_Green_6494,2780,3,10,Нет,ст. Архыз,ПВЗ,8340,278,14,"1167,6",456,"6438,4",Склад 3,01.09.2025,2025-09-01,278.0,1167.6,6438.4,BBB_Green_6494,82562635,ORD947949,2780,3,10,8340,14,456,1668.0,4620.4,1.0,BBB_Green_6494,82562635,546910981,RND560326879,'77.5,KZDOO,,5,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,2,0,0,0,0,2780.0,11990.0,,0%,4.7,0.36,0.1,0,2780.0,11990.0,True,0.76814011676397
ORD920966,В пути,22599508,GGG_Blue_2762,7180,3,5,Новогодняя распродажа,п. Галич,Курьер,21540,359,10,2154,466,18561,Склад 2,20.07.2025,2025-07-20,359.0,2154.0,18561.0,GGG_Blue_2762,22599508,ORD920966,7180,3,5,21540,10,466,4308.0,14103.0,1.0,GGG_Blue_2762,22599508,182554506,RND644740968,'77.5,KZDOO,,2,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,7180.0,11990.0,,0%,4.6,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD107742,Отменен,60736622,HHH_Pink_2327,9380,1,0,Новогодняя распродажа,ст. Бреды,Курьер,9380,0,15,1407,211,7762,Склад 3,16.04.2025,2025-04-16,0.0,1407.0,7762.0,HHH_Pink_2327,60736622,ORD107742,9380,1,0,9380,15,211,5628.0,2084.0,0.22217484008528784,HHH_Pink_2327,60736622,700879243,RND267844404,'77.5,KZDOO,,3,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,5,0,0,9380.0,11990.0,,0%,4.8,0.36,0.1,0,9380.0,11990.0,True,0.2176814011676397
ORD107742,Отменен,60736622,HHH_Pink_2327,9380,1,0,Новогодняя распродажа,ст. Бреды,Курьер,9380,0,15,1407,211,7762,Склад 3,16.04.2025,2025-04-16,0.0,1407.0,7762.0,HHH_Pink_2327,60736622,ORD107742,9380,1,0,9380,15,211,5628.0,2084.0,0.22217484008528784,HHH_Pink_2327,19259686,816919507,RND536799098,'65,Varta,,6,'5.00,Батарейки и аккумуляторы,Батарейка,'0.04,'0.1,0,0,80,0,0,2000.0,7900.0,,0%,5.0,0.04,0.1,0,2000.0,7900.0,True,0.7468354430379747
ORD501860,Доставлен,54290924,DDD_Green_9078,7180,4,20,Нет,г. Тимашевск,Постамат,28720,1436,14,"4020,8",175,"23088,2",Склад 3,23.07.2025,2025-07-23,1436.0,4020.8,23088.2,DDD_Green_9078,54290924,ORD501860,7180,4,20,28720,14,175,4308.0,18580.2,1.0,DDD_Green_9078,54290924,749602789,RND666211062,'77.5,KZDOO,,0,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,7,0,0,0,0,7180.0,11990.0,,0%,4.8,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD865861,Доставлен,65415657,HHH_Black_7735,7180,2,0,Черная пятница,с. Владикавказ,Курьер,14360,0,17,"2441,2",204,"11714,8",Склад 1,02.05.2025,2025-05-02,0.0,2441.2,11714.8,HHH_Black_7735,65415657,ORD865861,7180,2,0,14360,17,204,4308.0,7306.799999999999,1.0,HHH_Black_7735,65415657,220649445,"3,805E+12",'45,KZDOO,,4,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,9,0,0,0,0,7180.0,11990.0,,0%,4.6,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD446483,В пути,27730464,CCC_White_7695,7180,3,10,Черная пятница,г. Шарья,Постамат,21540,718,16,"3446,4",400,"16975,6",Склад 1,09.01.2025,2025-01-09,718.0,3446.4,16975.6,CCC_White_7695,27730464,ORD446483,7180,3,10,21540,16,400,4308.0,12517.599999999999,1.0,CCC_White_7695,27730464,620073473,RND333419437,'77.5,KZDOO,,3,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,0,0,0,7180.0,11990.0,,0%,4.6,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD982269,В пути,16337630,EEE_Blue_8965,4100,2,20,Новогодняя распродажа,г. Торжок,ПВЗ,8200,820,14,1148,248,5984,Склад 1,20.09.2025,2025-09-20,820.0,1148.0,5984.0,EEE_Blue_8965,16337630,ORD982269,4100,2,20,8200,14,248,2460.0,3424.0,0.8351219512195122,EEE_Blue_8965,16337630,909021069,RND476152224,'52.5,KZDOO,,75,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,10,0,5,0,0,4100.0,11990.0,,0%,4.9,0.36,0.1,0,4100.0,11990.0,True,0.6580483736447039
ORD905602,Доставлен,78585756,AAA_Titanium_1682,6580,2,15,Нет,клх Воскресенск,Курьер,13160,987,12,"1579,2",169,"10424,8",Склад 2,15.02.2025,2025-02-15,987.0,1579.2,10424.8,AAA_Titanium_1682,78585756,ORD905602,6580,2,15,13160,12,169,3948.0,6376.799999999999,0.9691185410334345,AAA_Titanium_1682,78585756,418289755,RND279719234,'82.5,KZDOO,,1,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,10,0,0,6580.0,11990.0,,0%,4.6,0.36,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD124351,В пути,41812842,BBB_Green_4942,4980,1,5,Новогодняя распродажа,г. Подольск,Постамат,4980,249,17,"846,6",139,"3745,4",Склад 2,17.09.2025,2025-09-17,249.0,846.6,3745.4,BBB_Green_4942,41812842,ORD124351,4980,1,5,4980,17,139,2988.0,707.4000000000001,0.14204819277108435,BBB_Green_4942,41812842,469987101,RND172862317,'70,KZDOO,,1,'4.40,Чехлы,Чехол для смартфона,'0.36,'0.1,5,0,10,0,0,4980.0,11990.0,,0%,4.4,0.36,0.1,0,4980.0,11990.0,True,0.5846538782318599
ORD490294,Доставлен,89466257,FFF_Green_6760,7828,3,10,Новогодняя распродажа,с. Адлер,Курьер,23484,"782,8",17,"3992,28",230,"18478,92",Склад 1,03.06.2025,2025-06-03,782.8,3992.28,18478.92,FFF_Green_6760,89466257,ORD490294,7828,3,10,23484,17,230,4696.8,13632.119999999999,1.0,FFF_Green_6760,89466257,135940629,RND208245530,'77.5,KZDOO,,36,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,9,0,0,7828.0,11990.0,,0%,4.6,0.36,0.1,0,7828.0,11990.0,True,0.34712260216847374
ORD968161,Отменен,61392847,HHH_Purple_2910,5580,4,10,Новогодняя распродажа,п. Новороссийка,Постамат,22320,558,11,"2455,2",154,"19152,8",Склад 2,24.06.2025,2025-06-24,558.0,2455.2,19152.8,HHH_Purple_2910,61392847,ORD968161,5580,4,10,22320,11,154,3348.0,15604.8,1.0,HHH_Purple_2910,61392847,266606140,"1,03151E+12",'77.5,KZDOO,,15,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD573995,В пути,79336129,EEE_Purple_7709,5500,3,5,Нет,п. Лабинск,Постамат,16500,275,19,3135,162,12928,Склад 2,22.04.2025,2025-04-22,275.0,3135.0,12928.0,EEE_Purple_7709,79336129,ORD573995,5500,3,5,16500,19,162,3300.0,9478.0,1.0,EEE_Purple_7709,79336129,154624750,"3,84931E+12",'35,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,5500.0,11000.0,,0%,0.0,0.36,0.1,0,5500.0,11000.0,True,0.5
ORD855375,Доставлен,45437720,DDD_Black_8635,2850,2,5,Нет,д. Горячинск,Постамат,5700,"142,5",10,570,373,"4614,5",Склад 3,15.08.2025,2025-08-15,142.5,570.0,4614.5,DDD_Black_8635,45437720,ORD855375,2850,2,5,5700,10,373,1710.0,2804.5,0.9840350877192983,DDD_Black_8635,45437720,194620229,"9,19093E+12",'40,KEEPHONE,,1,'0.00,Чехлы,Чехол для смартфона,'0.38,'0.1,0,0,0,0,0,2850.0,4790.0,,0%,0.0,0.38,0.1,0,2850.0,4790.0,True,0.40501043841336115
ORD285753,В пути,74085515,CCC_Purple_3517,5990,4,15,Черная пятница,п. Шуя,ПВЗ,23960,"898,5",10,2396,107,"20558,5",Склад 2,20.06.2025,2025-06-20,898.5,2396.0,20558.5,CCC_Purple_3517,74085515,ORD285753,5990,4,15,23960,10,107,3594.0,16764.5,1.0,CCC_Purple_3517,74085515,329323101,"7,20386E+12",'65,KZDOO,,2,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,5990.0,11990.0,,0%,4.8,0.36,0.1,0,5990.0,11990.0,True,0.5004170141784821
ORD178060,Доставлен,99230127,BBB_Purple_4146,2980,3,10,Нет,г. Сызрань,Курьер,8940,298,11,"983,4",147,"7511,6",Склад 3,07.01.2025,2025-01-07,298.0,983.4,7511.6,BBB_Purple_4146,99230127,ORD178060,2980,3,10,8940,11,147,1788.0,5573.6,1.0,BBB_Purple_4146,99230127,427044931,"8,63838E+12",'70,KZDOO,,37,'4.70,Чехлы,Чехол для смартфона,'0.40,'0.1,9,0,10,0,0,2980.0,11990.0,,0%,4.7,0.4,0.1,0,2980.0,11990.0,True,0.7514595496246872
ORD438460,Доставлен,25995510,EEE_Clear_8415,4600,2,10,Новогодняя распродажа,с. Красная Поляна,ПВЗ,9200,460,19,1748,437,6555,Склад 1,05.08.2025,2025-08-05,460.0,1748.0,6555.0,EEE_Clear_8415,25995510,ORD438460,4600,2,10,9200,19,437,2760.0,3695.0,0.8032608695652174,EEE_Clear_8415,25995510,403758517,RND479196821,'77.5,KEEPHONE,,63,'4.20,Чехлы,Чехол для смартфона,'0.41,'0.1,2,1,0,0,0,4600.0,11990.0,,0%,4.2,0.41,0.1,0,4600.0,11990.0,True,0.6163469557964971
ORD487349,В пути,33846396,GGG_White_5000,3290,2,0,Новогодняя распродажа,ст. Чегем,Постамат,6580,0,15,987,437,5156,Склад 2,11.02.2025,2025-02-11,0.0,987.0,5156.0,GGG_White_5000,33846396,ORD487349,3290,2,0,6580,15,437,1974.0,3082.0,0.9367781155015198,GGG_White_5000,33846396,104953663,"4,49624E+12",'82.5,KZDOO,,0,'4.60,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,3290.0,4990.0,,0%,4.6,0.36,0.1,0,3290.0,4990.0,True,0.3406813627254509
ORD679385,Отменен,62743855,EEE_Blue_8678,3380,1,20,Черная пятница,г. Тымовское,Постамат,3380,676,17,"574,6",231,"1898,4",Склад 3,24.06.2025,2025-06-24,676.0,574.6,1898.4,EEE_Blue_8678,62743855,ORD679385,3380,1,20,3380,17,231,2028.0,-179.5999999999999,-0.053136094674556184,EEE_Blue_8678,62743855,190721002,RND360585795,'70,KZDOO,,2,'4.70,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,0,3380.0,11990.0,,0%,4.7,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD968374,Доставлен,55041656,AAA_Green_9617,2790,1,20,Нет,клх Энгельс,ПВЗ,2790,558,12,"334,8",135,"1762,2",Склад 2,15.06.2025,2025-06-15,558.0,334.8,1762.2,AAA_Green_9617,55041656,ORD968374,2790,1,20,2790,12,135,1674.0,38.200000000000045,0.01369175627240145,AAA_Green_9617,55041656,192864956,RND202651254,'77.5,KZDOO,,32,'4.30,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,2790.0,3490.0,,0%,4.3,0.36,0.1,0,2790.0,3490.0,True,0.20057306590257878
ORD233074,Доставлен,12911883,DDD_Red_2385,680,1,0,Новогодняя распродажа,ст. Петропавловск-Камчатский,ПВЗ,680,0,14,"95,2",381,"203,8",Склад 3,17.06.2025,2025-06-17,0.0,95.2,203.8,DDD_Red_2385,12911883,ORD233074,680,1,0,680,14,381,408.0,-254.2,-0.37382352941176467,DDD_Red_2385,12911883,198955434,RND755991622,'82.5,Robiton,,432,'4.90,Батарейки и аккумуляторы,Батарейка,'0.04,'0.1,55,0,35,0,0,680.0,2900.0,,0%,4.9,0.04,0.1,0,680.0,2900.0,True,0.7655172413793103
ORD297726,Доставлен,74230163,CCC_Blue_5972,4990,2,20,Черная пятница,к. Чита,Курьер,9980,998,13,"1297,4",244,"7440,6",Склад 3,08.05.2025,2025-05-08,998.0,1297.4,7440.6,CCC_Blue_5972,74230163,ORD297726,4990,2,20,9980,13,244,2994.0,4346.6,0.871062124248497,CCC_Blue_5972,74230163,365451176,"2,33301E+12",'37.5,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,4990.0,4990.0,,0%,0.0,0.36,0.1,0,4990.0,4990.0,False,0.0
ORD879907,Отменен,24666903,BBB_Titanium_9028,3380,3,5,Черная пятница,с. Ангарск,Постамат,10140,169,18,"1825,2",118,"8027,8",Склад 2,19.01.2025,2025-01-19,169.0,1825.2,8027.8,BBB_Titanium_9028,24666903,ORD879907,3380,3,5,10140,18,118,2028.0,5849.8,1.0,BBB_Titanium_9028,24666903,144486199,"7,63066E+12",'70,KZDOO,,1,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,5,0,0,3380.0,11990.0,,0%,4.9,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD751983,Отменен,61392847,HHH_Purple_2910,5580,1,20,Новогодняя распродажа,клх Чегем,ПВЗ,5580,1116,10,558,163,3743,Склад 1,18.04.2025,2025-04-18,1116.0,558.0,3743.0,HHH_Purple_2910,61392847,ORD751983,5580,1,20,5580,10,163,3348.0,345.0,0.06182795698924731,HHH_Purple_2910,61392847,266606140,"1,03151E+12",'77.5,KZDOO,,15,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,10,0,0,5580.0,11990.0,,0%,4.8,0.36,0.1,0,5580.0,11990.0,True,0.5346121768140116
ORD882680,В пути,29055787,FFF_Blue_7389,7180,3,20,Новогодняя распродажа,к. Златоуст,Постамат,21540,1436,12,"2584,8",154,"17365,2",Склад 3,19.05.2025,2025-05-19,1436.0,2584.8,17365.2,FFF_Blue_7389,29055787,ORD882680,7180,3,20,21540,12,154,4308.0,12907.2,1.0,FFF_Blue_7389,29055787,626211733,"3,81302E+12",'77.5,KZDOO,,2,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,3,0,0,7180.0,11990.0,,0%,4.8,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD146417,Отменен,51304009,BBB_Red_7529,6990,1,0,Нет,ст. Курганинск,Постамат,6990,0,11,"768,9",335,"5886,1",Склад 1,10.08.2025,2025-08-10,0.0,768.9,5886.1,BBB_Red_7529,51304009,ORD146417,6990,1,0,6990,11,335,4194.0,1642.1000000000004,0.2349213161659514,BBB_Red_7529,51304009,545512520,"4,17056E+12",'70,KEEPHONE,,4,'4.90,Чехлы,Чехол для смартфона,'0.41,'0.1,0,0,0,0,0,6990.0,8990.0,,0%,4.9,0.41,0.1,0,6990.0,8990.0,True,0.22246941045606228
ORD552340,В пути,62613196,BBB_Red_1893,6580,4,15,Черная пятница,клх Нефтеюганск,Курьер,26320,987,18,"4737,6",459,"20136,4",Склад 2,29.01.2025,2025-01-29,987.0,4737.6,20136.4,BBB_Red_1893,62613196,ORD552340,6580,4,15,26320,18,459,3948.0,15988.400000000001,1.0,BBB_Red_1893,62613196,470757372,RND787513465,'82.5,KEEPHONE,,2,'5.00,Чехлы,Чехол для смартфона,'0.38,'0.1,1,0,0,0,0,6580.0,11990.0,,0%,5.0,0.38,0.1,0,6580.0,11990.0,True,0.451209341117598
ORD326262,В пути,59874443,FFF_Green_9068,3380,4,20,Новогодняя распродажа,д. Тулпан,Курьер,13520,676,14,"1892,8",417,"10534,2",Склад 2,07.03.2025,2025-03-07,676.0,1892.8,10534.2,FFF_Green_9068,59874443,ORD326262,3380,4,20,13520,14,417,2028.0,8306.2,1.0,FFF_Green_9068,59874443,573518096,"5,48867E+12",'70,KZDOO,,1,'4.10,Чехлы,Чехол для смартфона,'0.36,'0.1,3,0,10,0,0,3380.0,11990.0,,0%,4.1,0.36,0.1,0,3380.0,11990.0,True,0.7180984153461217
ORD590449,Отменен,38119865,GGG_Blue_2701,5380,1,20,Черная пятница,г. Кисловодск,Курьер,5380,1076,14,"753,2",318,"3232,8",Склад 1,23.04.2025,2025-04-23,1076.0,753.2,3232.8,GGG_Blue_2701,38119865,ORD590449,5380,1,20,5380,14,318,3228.0,-45.19999999999982,-0.00840148698884755,GGG_Blue_2701,38119865,560250369,"6,75159E+12",'77.5,KZDOO,,6,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,5,0,0,5380.0,11990.0,,0%,4.9,0.36,0.1,0,5380.0,11990.0,True,0.5512927439532944
ORD449428,В пути,69857947,BBB_Pink_3387,11100,2,15,Нет,п. Кунгур,ПВЗ,22200,1665,14,3108,268,17159,Склад 2,23.04.2025,2025-04-23,1665.0,3108.0,17159.0,BBB_Pink_3387,69857947,ORD449428,11100,2,15,22200,14,268,6660.0,10399.0,0.9368468468468468,BBB_Pink_3387,69857947,872890511,"4,11052E+12",'70,KZDOO,,1,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,6,0,0,0,0,11100.0,11990.0,,0%,4.8,0.36,0.1,0,11100.0,11990.0,True,0.07422852376980818
ORD883822,Отменен,38174132,AAA_Pink_2294,2290,1,0,Новогодняя распродажа,г. Горно-Алтайск,Постамат,2290,0,19,"435,1",347,"1507,9",Склад 3,10.06.2025,2025-06-10,0.0,435.1,1507.9,AAA_Pink_2294,38174132,ORD883822,2290,1,0,2290,19,347,1374.0,83.90000000000009,0.03663755458515288,AAA_Pink_2294,38174132,389965150,"6,89296E+12",'77.5,KEEPHONE,,13,'5.00,Чехлы,Чехол для смартфона,'0.41,'0.1,0,0,0,0,0,2290.0,3990.0,,0%,5.0,0.41,0.1,0,2290.0,3990.0,True,0.42606516290726815
ORD932993,В пути,99973635,CCC_Black_9622,5980,1,15,Нет,г. Северодвинск,ПВЗ,5980,897,18,"1076,4",277,"3729,6",Склад 1,28.02.2025,2025-02-28,897.0,1076.4,3729.6,CCC_Black_9622,99973635,ORD932993,5980,1,15,5980,18,277,3588.0,91.59999999999991,0.015317725752508346,CCC_Black_9622,99973635,131197966,"7,87434E+12",'45,KZDOO,,2,'5.00,Чехлы,Чехол для смартфона,'0.36,'0.1,1,0,0,0,0,5980.0,11990.0,,0%,5.0,0.36,0.1,0,5980.0,11990.0,True,0.5012510425354462
ORD186358,Отменен,42673199,HHH_White_7627,7180,2,0,Черная пятница,к. Кетченеры,ПВЗ,14360,0,17,"2441,2",198,"11720,8",Склад 2,10.05.2025,2025-05-10,0.0,2441.2,11720.8,HHH_White_7627,42673199,ORD186358,7180,2,0,14360,17,198,4308.0,7312.799999999999,1.0,HHH_White_7627,42673199,499439009,RND836035113,'77.5,KZDOO,,14,'4.80,Чехлы,Чехол для смартфона,'0.36,'0.1,12,0,5,0,0,7180.0,11990.0,,0%,4.8,0.36,0.1,0,7180.0,11990.0,True,0.4011676396997498
ORD482248,Отменен,82538041,EEE_Pink_7010,5990,4,5,Нет,г. Советский,Курьер,23960,"299,5",12,"2875,2",371,"20414,3",Склад 2,17.04.2025,2025-04-17,299.5,2875.2,20414.3,EEE_Pink_7010,82538041,ORD482248,5990,4,5,23960,12,371,3594.0,16620.3,1.0,EEE_Pink_7010,82538041,650361537,"1,74097E+12",'70,KEEPHONE,,2,'5.00,Чехлы,Чехол для смартфона,'0.41,'0.1,1,0,0,0,0,5990.0,11990.0,,0%,5.0,0.41,0.1,0,5990.0,11990.0,True,0.5004170141784821
ORD674215,В пути,35600902,GGG_Clear_3876,7500,3,0,Нет,клх Брянск,Постамат,22500,0,11,2475,449,19576,Склад 1,05.04.2025,2025-04-05,0.0,2475.0,19576.0,GGG_Clear_3876,35600902,ORD674215,7500,3,0,22500,11,449,4500.0,14926.0,1.0,GGG_Clear_3876,35600902,514390800,RND228590006,'52.5,KZDOO,,6,'4.90,Чехлы,Чехол для смартфона,'0.36,'0.1,4,0,0,0,0,7500.0,11990.0,,0%,4.9,0.36,0.1,0,7500.0,11990.0,True,0.37447873227689743
ORD966705,Доставлен,52297033,EEE_Red_3557,2550,1,5,Черная пятница,п. Нижнекамск,Постамат,2550,"127,5",19,"484,5",249,1689,Склад 3,06.06.2025,2025-06-06,127.5,484.5,1689.0,EEE_Red_3557,52297033,ORD966705,2550,1,5,2550,19,249,1530.0,109.0,0.04274509803921569,EEE_Red_3557,52297033,916584805,RND413093296,'40,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,0,0,0,2550.0,2550.0,,0%,0.0,0.36,0.1,0,2550.0,2550.0,False,0.0
ORD771207,В пути,56604839,GGG_Titanium_3952,3490,2,5,Нет,с. Киржач,Курьер,6980,"174,5",14,"977,2",436,"5392,3",Склад 1,24.02.2025,2025-02-24,174.5,977.2,5392.3,GGG_Titanium_3952,56604839,ORD771207,3490,2,5,6980,14,436,2094.0,3198.3,0.9164183381088826,GGG_Titanium_3952,56604839,883054570,"2,94221E+12",'45,KZDOO,,0,'0.00,Чехлы,Чехол для смартфона,'0.36,'0.1,0,0,10,0,0,3490.0,3490.0,,0%,0.0,0.36,0.1,0,3490.0,3490.0,False,0.0
