Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
'Remax 12 Pro Privacy;613084822;1152494509;OZN1152494509;ПРИВАТНОЕ СТЕКЛО для iPhone 12 / 12 Pro REMAX Privacy с олеофобным покрытием, защитное стекло антишпион для Айфон 12,12 Про;'75;REMAX;Продается;;10;'0.00;Показывается;;24.08.2023 14:16;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;7;0;0;0;0;1200.00;4900.00;;0%
'Remax 11 Privacy;613089089;1152505553;OZN1152505553;ПРИВАТНОЕ СТЕКЛО для iPhone 11 / XR REMAX Privacy с олеофобным покрытием, защитное стекло антишпион для Айфон 11 / XR;'82.5;REMAX;Продается;;149;'5.00;Показывается;;24.08.2023 14:22;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;95;0;2;1380.00;4900.00;;0%
'Alloy 13 Pro Max Black;626264222;1175927203;OZN1175927203;Чехол для iPhone 13 Pro Max с Mag Safe Keephone Alloy, черный противоударный чехол для Айфон 13 Про Макс;'70;KEEPHONE;Готов к продаже;;37;'5.00;Показывается;;06.09.2023 9:19;Чехлы;Чехол для смартфона;'0.39;'0.1;0;0;0;0;0;2950.00;3990.00;;0%
'Mag Noble 13 Pro Yellow;626585866;1176486119;OZN1176486119;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, желтый чехол для Айфон 13 Про;'70;K-DOO;Продается;;3;'4.70;Показывается;;06.09.2023 13:31;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;0;0;0;7180.00;11990.00;;0%
'Mag Noble 13 Pro Pink;626585879;1176486192;OZN1176486196;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, розовый чехол для Айфон 13 Про;'70;K-DOO;Продается;;1;'4.70;Показывается;;06.09.2023 13:31;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;7180.00;11990.00;;0%
'Mag Noble 13 Pro White;626585893;1176486204;OZN1176486204;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, белый чехол для Айфон 13 Про;'45;K-DOO;Продается;;7;'4.70;Показывается;;06.09.2023 13:31;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;7300.00;11990.00;;0%
'Mag Noble 13 Pro Brown;626585910;1176486912;OZN1176486915;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, коричневый чехол для Айфон 13 Про;'45;K-DOO;Продается;;0;'4.70;Показывается;;06.09.2023 13:31;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;7180.00;11990.00;;0%
'Mag Noble 13 Pro Orange;626585911;1176486420;OZN1176486426;Кожаный чехол для iPhone 13 Pro с MagSafe K-DOO Mag Noble Collection, оранжевый чехол для Айфон 13 Про;'70;K-DOO;Готов к продаже;;2;'4.70;Показывается;;06.09.2023 13:31;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3590.00;4990.00;;0%
'Varta CR1616 2шт;627727377;1178554521;OZN1178554520;Элемент питания CR1616 Varta 2шт., батарейка Варта CR1616;'65;Varta;Продается;;17;'5.00;Показывается;;07.09.2023 10:16;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;464;0;2;1540.00;4900.00;;0%
'Varta CR1620 2шт;627922355;1178905929;OZN1178905930;Элемент питания CR1620 Varta 2шт., батарейка Варта CR1620;'65;Varta;Продается;;6;'5.00;Показывается;;07.09.2023 12:55;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;80;0;0;2000.00;7900.00;;0%
'Varta CR1632;627997263;1179041901;OZN1179041902;Элемент питания CR1632 Varta, батарейка Варта CR1632;'65;Varta;Продается;;21;'4.90;Показывается;;07.09.2023 14:14;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;465;0;0;1360.00;4900.00;;0%
'Varta CR1632 2шт;627997435;1179043421;OZN1179043420;Элемент питания CR1632 Varta 2шт., батарейка Варта CR1632;'82.5;Varta;Продается;;70;'4.90;Показывается;;07.09.2023 14:14;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;390;0;0;2300.00;7900.00;;0%
'Varta CR2430;629022721;1180847335;OZN1180847339;Элемент питания CR2430 Varta, батарейка Варта CR2430;'65;Varta;Продается;;0;'5.00;Показывается;;08.09.2023 10:23;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;1;0;24;0;0;980.00;4900.00;;0%
'Varta CR2430 2шт;629023015;1180847470;OZN1180847474;Элемент питания CR2430 Varta 2шт., батарейка Варта CR2430;'65;Varta;Продается;;4;'5.00;Показывается;;08.09.2023 10:24;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;102;0;0;1900.00;7900.00;;0%
'Remax 11 Pro Privacy;629235590;1181226899;OZN1181226899;ПРИВАТНОЕ СТЕКЛО для iPhone 11 Pro / Xs / X REMAX Privacy с олеофобным покрытием, защитное стекло антишпион для Айфон 11 Про;'75;REMAX;Продается;;24;'4.40;Показывается;;08.09.2023 14:23;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;4;0;10;0;0;1580.00;7900.00;;0%
'Renata CR1616 2шт;631483668;1185432185;OZN1185432189;Элемент питания CR1616 Renata 2шт., батарейка Рената CR1616;'65;Renata;Продается;;11;'5.00;Показывается;;11.09.2023 10:28;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;7;0;0;1140.00;4900.00;;0%
'Renata CR1620 2шт;631590705;1185561877;OZN1185561876;Элемент питания CR1620 Renata 2шт., батарейка Рената CR1620;'65;Renata;Продается;;10;'5.00;Показывается;;11.09.2023 12:29;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;501;0;0;1900.00;7900.00;;0%
'Renata CR1632 2шт;631655041;1185690764;OZN1185690763;Элемент питания CR1632 Renata, батарейка Рената CR1632;'65;Renata;Продается;;20;'4.90;Показывается;;11.09.2023 13:53;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;478;0;0;1980.00;7900.00;;0%
'Renata CR2430 2шт;632555609;1187327204;OZN1187327203;Элемент питания CR2430 Renata 2шт., батарейка Рената CR2430;'65;Renata;Продается;;1;'5.00;Показывается;;12.09.2023 9:38;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;489;0;0;2300.00;7900.00;;0%
'Renata CR2477 2шт;634232608;1189722422;OZN1189722421;Элемент питания CR2477 Renata 2шт., батарейка Рената CR2477;'65;Renata;Готов к продаже;;3;'5.00;Показывается;;13.09.2023 13:36;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;0;0;0;1890.00;2990.00;;0%
'Renata CR2477;634232611;1189721936;OZN1189721934;Элемент питания CR2477 Renata, батарейка Рената CR2477;'65;Renata;Готов к продаже;;5;'5.00;Показывается;;13.09.2023 13:36;Батарейки и аккумуляторы;Батарейка;'0.04;'0.1;0;0;0;0;0;1000.00;1500.00;;0%
'Mago Pro 15 Pro Max Black;636635471;1192973423;OZN1192973423;Чехол для iPhone 15 Pro Max с Mag Safe Keephone Mago Pro ударопрочный, черный противоударный чехол для Айфон 15 Про Макс;'87.5;KEEPHONE;Готов к продаже;;46;'5.00;Показывается;;15.09.2023 10:50;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2990.00;4750.00;;0%
'Mago Pro 15 Pro Black;636709909;1193102246;OZN1193102246;Чехол для iPhone 15 Pro Keephone Mago Pro с Mag Safe , черный противоударный чехол для Айфон 15 Про;'87.5;KEEPHONE;Продается;;62;'4.90;Показывается;;15.09.2023 12:16;Чехлы;Чехол для смартфона;'0.28;'0.1;1;0;6;0;0;5980.00;11990.00;;0%
'Guardian 15 Pro Max Black;636728338;1193133190;OZN1193133190;Чехол для iPhone 15 Pro Max KZDOO (K-DOO) Guardian, черный противоударный чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;5;'4.00;Показывается;;15.09.2023 12:45;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;0;0;0;5124.00;11990.00;;0%
'Guardian 15 Pro Max Clear;636728376;1193133439;OZN1193133439;Чехол для iPhone 15 Pro Max KZDOO (K-DOO) Guardian, прозрачный противоударный чехол для Айфон 15 Про Макс;'45;KZDOO;Продается;;37;'4.00;Показывается;;15.09.2023 12:46;Чехлы;Чехол для смартфона;'0.36;'0.1;71;0;10;0;0;4700.00;11990.00;;0%
'Noble 15 Pro Max Brown;636815064;1193247370;OZN1193247370;Кожаный чехол для iPhone 15 Pro Max KZDOO Noble Collection, коричневый чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;47;'4.70;Показывается;;15.09.2023 14:00;Чехлы;Чехол для смартфона;'1.47;'0.3;9;0;9;0;0;6180.00;11990.00;;0%
'Noble 15 Pro Max Purple;636815068;1193247247;OZN1193247247;Кожаный чехол для iPhone 15 Pro Max KZDOO Noble Collection, фиолетовый чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;15;'4.70;Показывается;;15.09.2023 14:00;Чехлы;Чехол для смартфона;'1.55;'0.3;1;0;9;0;0;6180.00;11990.00;;0%
'Noble 15 Pro Max Blue;636815087;1193247056;OZN1193247056;Кожаный чехол для iPhone 15 Pro Max KZDOO Noble Collection, синий чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;39;'4.70;Показывается;;15.09.2023 14:00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;1;6180.00;11990.00;;0%
'Noble 15 Pro Max White;636815088;1193247059;OZN1193247059;Кожаный чехол для iPhone 15 Pro Max KZDOO Noble Collection, белый чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;45;'4.70;Показывается;;15.09.2023 14:00;Чехлы;Чехол для смартфона;'0.36;'0.1;7;0;10;0;0;6180.00;11990.00;;0%
'Noble 15 Pro Max Black;636815103;1193247060;OZN1193247060;Кожаный чехол для iPhone 15 Pro Max KZDOO Noble Collection, черный чехол для Айфон 15 Про Макс;'70;KZDOO;Продается;;98;'4.70;Показывается;;15.09.2023 14:00;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;6736.00;11990.00;;0%
'Guardian 15 Pro Clear;637581668;1194148200;OZN1194148200;Чехол для iPhone 15 Pro KZDOO (K-DOO) Guardian, прозрачный противоударный чехол для Айфон 15 Про;'45;KZDOO;Продается;;48;'4.80;Показывается;;16.09.2023 10:18;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;10;0;0;5124.00;11990.00;;0%
'Guardian 15 Pro Black;637581671;1194223008;OZN1194223008;Чехол для iPhone 15 Pro KZDOO (K-DOO) Guardian, черный противоударный чехол для Айфон 15 Про;'70;KZDOO;Продается;;4;'4.80;Показывается;;16.09.2023 10:18;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;4700.00;11990.00;;0%
'Noble 15 Pro White;637588391;1194164512;OZN1194164512;Кожаный чехол для iPhone 15 Pro KZDOO Noble Collection, белый для Айфон 15 Про;'82.5;KZDOO;Продается;;39;'4.90;Показывается;;16.09.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;31;0;4;0;0;6180.00;11990.00;;0%
'Noble 15 Pro Black;637588408;1194270647;OZN1194270647;Кожаный чехол для iPhone 15 Pro KZDOO Noble Collection, черный для Айфон 15 Про;'77.5;KZDOO;Продается;;107;'4.90;Показывается;;16.09.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;78;0;9;0;0;6180.00;11990.00;;0%
'Noble 15 Pro Purple;637588409;1194164562;OZN1194164562;Кожаный чехол для iPhone 15 Pro KZDOO Noble Collection, фиолетовый для Айфон 15 Про;'70;KZDOO;Продается;;3;'4.90;Показывается;;16.09.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;5;0;0;6180.00;11990.00;;0%
'Noble 15 Pro Brown;637588415;1194226613;OZN1194226613;Кожаный чехол для iPhone 15 Pro KZDOO Noble Collection, коричневый для Айфон 15 Про;'70;KZDOO;Продается;;37;'4.90;Показывается;;16.09.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;5;0;1;6180.00;11990.00;;0%
'Noble 15 Pro Blue;637588416;1194165647;OZN1194165647;Кожаный чехол для iPhone 15 Pro KZDOO Noble Collection, синий чехол для Айфон 15 Про;'70;KZDOO;Продается;;46;'4.90;Показывается;;16.09.2023 10:32;Чехлы;Чехол для смартфона;'0.36;'0.1;24;0;10;0;0;6180.00;11990.00;;0%
'Remax 15 Pro;646542096;1206460843;OZN1206460843;Защитное стекло для Айфон 15 Про Remax;'77.5;REMAX;Продается;;29;'5.00;Показывается;;23.09.2023 12:46;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;0;0;96;0;0;1220.00;4900.00;;0%
'Remax 15 Pro Max;646546819;1206466740;OZN1206466740;Защитное стекло REMAX для iPhone 15ProMax (Айфон 15ПроМакс);'75;REMAX;Продается;;12;'5.00;Показывается;;23.09.2023 12:55;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;7;0;96;0;0;1180.00;4900.00;;0%
'Remax 15;646561014;1206486514;OZN1206486513;Защитное стекло для iPhone 15 REMAX Medicine с олеофобным покрытием, защитное стекло для Айфон 15;'82.5;REMAX;Продается;;0;'0.00;Показывается;;23.09.2023 13:13;Защитные пленки и стекла;Защитное стекло;'0.17;'0.1;14;0;20;0;0;1320.00;4900.00;;0%
'Air Carbon S23 Ultra Black;654751036;1216956576;OZN1216956576;Чехол для Samsung Galaxy S23 Ultra ультратонкий KZDOO Air Carbon с защитой камер, черный супертонкий чехол для Самсунг Галакси S23 Ультра;'75;KZDOO;Готов к продаже;;300;'4.70;Показывается;;30.09.2023 11:50;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2900.00;11990.00;;0%
'Air Skin 15 Pro Max Clear;663006389;1227509793;OZN1227509793;Ультратонкий чехол на Айфон 15 Про Макс Air Skin с защитой камер, прозрачный чехол для iPhone 15 Pro Max;'87.5;KZDOO;Продается;;358;'4.70;Показывается;;07.10.2023 15:06;Чехлы;Чехол для смартфона;'0.36;'0.1;567;2;10;0;0;4400.00;11990.00;;0%
