Номер отправления;Статус отправления;Ozon ID;Артикул товара;Итоговая стоимость;Количество товаров в отправлении;Скидка %;Акции;Регион доставки;Способ доставки;Сумма отправления;Скидка, руб.;Вознаграждение %;Вознаграждение, руб.;Стоимость доставки;К выплате;Склад отгрузки;Дата логистической операции
ORD222113;Доставлен;92488093;BBB_Pink_3494;5300;2;15;Новогодняя распродажа;ст. Тобольск;Курьер;10600;795;17;1802;238;7765;Склад 2;27.08.2025
ORD214578;Отменен;28410571;GGG_Green_8168;3490;2;15;Черная пятница;п. Магас;ПВЗ;6980;523,5;16;1116,8;401;4938,7;Склад 3;26.09.2025
ORD894448;Доставлен;75709449;EEE_Green_6861;11100;2;10;Черная пятница;клх Ельня;Курьер;22200;1110;17;3774;269;17047;Склад 2;26.01.2025
ORD340075;Отменен;42624136;BBB_Green_8505;9180;1;5;Нет;с. Костомукша;Постамат;9180;459;13;1193,4;434;7093,6;Склад 3;03.06.2025
ORD501174;Отменен;60679385;EEE_White_2537;1340;2;0;Черная пятница;к. Кропоткин (Краснод.);Курьер;2680;0;18;482,4;451;1746,6;Склад 2;19.03.2025
ORD693772;Доставлен;44323356;GGG_Clear_9401;5100;1;20;Нет;клх Нижний Тагил;Постамат;5100;1020;10;510;219;3351;Склад 1;04.07.2025
ORD788516;Отменен;74517804;GGG_Blue_2602;250;2;20;Нет;п. Ковров;ПВЗ;500;50;17;85;429;-64;Склад 3;21.02.2025
ORD552722;Доставлен;26751676;CCC_Clear_7128;3500;3;10;Нет;с. Можайск;Курьер;10500;350;12;1260;161;8729;Склад 2;08.08.2025
ORD422004;В пути;23429358;HHH_Pink_8971;11100;4;5;Нет;г. Кабанск;Постамат;44400;555;14;6216;233;37396;Склад 3;05.01.2025
ORD841829;В пути;62021585;FFF_Clear_3735;1860;2;5;Нет;г. Оленек;Постамат;3720;93;18;669,6;307;2650,4;Склад 3;05.08.2025
ORD993982;В пути;50877595;GGG_Blue_3143;3350;3;15;Новогодняя распродажа;д. Усть-Ордынский;Постамат;10050;502,5;12;1206;190;8151,5;Склад 2;30.03.2025
ORD764215;В пути;42364136;GGG_Blue_5870;2780;2;0;Нет;г. Братск;Курьер;5560;0;11;611,6;331;4617,4;Склад 2;26.05.2025
ORD161106;Отменен;33958975;HHH_Clear_1031;4990;2;5;Новогодняя распродажа;с. Старый Оскол;Курьер;9980;249,5;16;1596,8;331;7802,7;Склад 3;19.02.2025
ORD828083;Доставлен;97009468;BBB_Red_2622;5580;2;20;Черная пятница;к. Листвянка (Иркут.);Курьер;11160;1116;15;1674;182;8188;Склад 3;09.03.2025
ORD767930;Доставлен;39181299;AAA_White_4614;7180;3;0;Нет;с. Анива;ПВЗ;21540;0;15;3231;418;17891;Склад 1;09.09.2025
ORD104059;Доставлен;26677770;CCC_Titanium_7668;3700;4;0;Черная пятница;п. Канск;Постамат;14800;0;12;1776;352;12672;Склад 3;16.02.2025
ORD747078;В пути;60481401;BBB_Titanium_5485;3380;3;10;Нет;ст. Грозный;Постамат;10140;338;10;1014;227;8561;Склад 1;09.02.2025
ORD154888;В пути;34088668;EEE_Pink_4192;7580;4;5;Новогодняя распродажа;д. Кудымкар;ПВЗ;30320;379;14;4244,8;192;25504,2;Склад 1;04.08.2025
ORD438954;Доставлен;95592350;DDD_Green_6347;11100;2;10;Новогодняя распродажа;к. Калач;ПВЗ;22200;1110;11;2442;451;18197;Склад 1;11.07.2025
ORD250204;В пути;78746042;HHH_Pink_8731;560;1;5;Новогодняя распродажа;клх Макушино;Курьер;560;28;19;106,4;434;-8,4;Склад 3;28.04.2025
ORD791326;Доставлен;41865954;GGG_White_9632;5980;2;15;Черная пятница;клх Гремячинск (Перм.);Курьер;11960;897;10;1196;191;9676;Склад 1;07.08.2025
ORD797715;Доставлен;52923583;GGG_Green_6367;1000;4;10;Нет;д. Апрелевка;Курьер;4000;100;14;560;114;3226;Склад 3;13.07.2025
ORD708214;Доставлен;82503737;EEE_Green_1464;3380;3;10;Черная пятница;к. Комсомольск-на-Амуре;Курьер;10140;338;10;1014;421;8367;Склад 3;13.02.2025
ORD954483;Доставлен;30184321;DDD_Clear_2056;2780;2;20;Новогодняя распродажа;г. Хоста;Курьер;5560;556;10;556;346;4102;Склад 2;12.01.2025
ORD459826;Доставлен;99198177;AAA_Green_5033;7300;3;10;Черная пятница;ст. Адыгейск;Курьер;21900;730;16;3504;140;17526;Склад 3;05.06.2025
ORD138251;Доставлен;52297033;EEE_Red_3557;2550;3;5;Новогодняя распродажа;ст. Казань;ПВЗ;7650;127,5;16;1224;334;5964,5;Склад 3;21.02.2025
ORD608213;Доставлен;29143377;CCC_Titanium_5503;380;3;20;Новогодняя распродажа;клх Чусовой;ПВЗ;1140;76;10;114;280;670;Склад 1;11.06.2025
ORD439097;В пути;83447966;BBB_Blue_8761;5180;2;10;Новогодняя распродажа;клх Мураши;ПВЗ;10360;518;10;1036;409;8397;Склад 3;04.07.2025
ORD448993;Доставлен;62021585;FFF_Clear_3735;1860;3;10;Нет;с. Любань;Постамат;5580;186;10;558;183;4653;Склад 3;01.08.2025
ORD128496;Доставлен;54251905;HHH_Green_1705;2000;3;15;Нет;ст. Междуреченский;Постамат;6000;300;17;1020;281;4399;Склад 2;08.02.2025
ORD974743;В пути;35738540;CCC_Titanium_2027;5500;2;10;Новогодняя распродажа;клх Славгород;Курьер;11000;550;15;1650;162;8638;Склад 2;18.03.2025
ORD229254;В пути;27995241;GGG_Blue_6871;2490;3;0;Черная пятница;г. Адлер;ПВЗ;7470;0;10;747;483;6240;Склад 1;13.05.2025
ORD455337;В пути;12133233;FFF_Titanium_8960;4100;2;20;Черная пятница;к. Сергиев Посад;Постамат;8200;820;14;1148;411;5821;Склад 1;04.07.2025
ORD552435;Доставлен;14737689;DDD_Red_4608;10380;4;0;Нет;к. Снежинск;Постамат;41520;0;17;7058,4;394;34067,6;Склад 2;11.01.2025
ORD670120;Отменен;64474460;DDD_Titanium_4062;6520;4;20;Новогодняя распродажа;ст. Малая Вишера;ПВЗ;26080;1304;18;4694,4;376;19705,6;Склад 2;29.04.2025
ORD505066;Отменен;46140671;BBB_Black_8066;7300;4;15;Черная пятница;к. Уссурийск;Постамат;29200;1095;19;5548;269;22288;Склад 3;06.01.2025
ORD514877;В пути;99198177;AAA_Green_5033;7300;3;10;Новогодняя распродажа;к. Октябрьский (Башк.);Постамат;21900;730;13;2847;469;17854;Склад 1;22.07.2025
ORD668875;Отменен;59917650;FFF_Clear_9409;5648;1;10;Черная пятница;с. Дзержинск;ПВЗ;5648;564,8;11;621,28;129;4332,92;Склад 1;27.07.2025
ORD222948;В пути;68159326;HHH_Clear_5825;1240;1;10;Нет;п. Вилюйск;Постамат;1240;124;12;148,8;421;546,2;Склад 3;24.08.2025
ORD252926;Доставлен;91504638;AAA_Green_7796;9180;3;20;Новогодняя распродажа;п. Туапсе;ПВЗ;27540;1836;17;4681,8;186;20836,2;Склад 3;06.04.2025
ORD803589;Отменен;63093696;EEE_Black_5749;2980;1;10;Новогодняя распродажа;ст. Снежинск;Постамат;2980;298;19;566,2;229;1886,8;Склад 1;16.06.2025
ORD237116;Доставлен;54375561;CCC_Blue_2528;2700;2;0;Черная пятница;г. Шали;ПВЗ;5400;0;14;756;307;4337;Склад 2;14.03.2025
ORD799085;Отменен;34508876;DDD_Black_1495;5580;1;10;Черная пятница;д. Гусь-Хрустальный;Постамат;5580;558;13;725,4;413;3883,6;Склад 2;20.03.2025
ORD327871;Доставлен;43178236;HHH_Red_3860;6000;3;15;Черная пятница;д. Верхний Тагил;Постамат;18000;900;14;2520;435;14145;Склад 3;23.07.2025
ORD578778;Отменен;32717202;HHH_Purple_7702;2320;3;0;Новогодняя распродажа;п. Калач;ПВЗ;6960;0;13;904,8;333;5722,2;Склад 1;31.07.2025
ORD915819;Доставлен;93094444;DDD_White_9135;2990;2;10;Нет;к. Новгород Великий;Постамат;5980;299;12;717,6;261;4702,4;Склад 3;20.03.2025
ORD827365;Доставлен;29055787;FFF_Blue_7389;7180;4;10;Нет;г. Ангарск;ПВЗ;28720;718;15;4308;478;23216;Склад 2;05.05.2025
ORD973693;Отменен;87233179;DDD_Blue_9263;5500;3;5;Черная пятница;с. Воркута;ПВЗ;16500;275;10;1650;198;14377;Склад 2;20.02.2025
ORD109978;Доставлен;77597491;DDD_Pink_4647;7300;2;20;Нет;ст. Нижнеудинск;Постамат;14600;1460;12;1752;421;10967;Склад 3;28.04.2025
ORD188872;Доставлен;91076807;AAA_Red_5295;3090;1;0;Черная пятница;ст. Тверь;Курьер;3090;0;16;494,4;344;2251,6;Склад 2;27.03.2025
ORD291147;Доставлен;19979751;BBB_Red_4497;6050;1;5;Нет;с. Каневская;Постамат;6050;302,5;10;605;250;4892,5;Склад 1;17.06.2025
ORD770942;Отменен;51752271;BBB_Blue_9621;5500;2;15;Новогодняя распродажа;клх Ростов;Курьер;11000;825;10;1100;100;8975;Склад 3;07.01.2025
ORD201985;Отменен;30321714;CCC_Pink_5146;11000;2;20;Черная пятница;ст. Тотьма;Курьер;22000;2200;12;2640;278;16882;Склад 3;11.04.2025
ORD899543;Доставлен;68243217;HHH_Pink_1972;3590;3;0;Нет;д. Анива;Постамат;10770;0;18;1938,6;210;8621,4;Склад 3;06.07.2025
ORD827099;Доставлен;62613196;BBB_Red_1893;6580;1;10;Новогодняя распродажа;клх Жиганск;Курьер;6580;658;17;1118,6;141;4662,4;Склад 2;04.03.2025
ORD210878;Отменен;66208240;BBB_Black_7214;4980;2;0;Нет;п. Сосьва (Хант.);ПВЗ;9960;0;10;996;130;8834;Склад 1;11.04.2025
ORD148595;Отменен;69990915;DDD_Titanium_6779;1600;1;10;Новогодняя распродажа;г. Беслан;ПВЗ;1600;160;15;240;239;961;Склад 3;16.04.2025
ORD696220;Доставлен;79971043;HHH_Purple_2646;5580;2;20;Новогодняя распродажа;ст. Дагомыс;Курьер;11160;1116;12;1339,2;345;8359,8;Склад 3;22.01.2025
ORD101761;Доставлен;86205843;EEE_Black_4149;5500;1;10;Нет;ст. Щельяюр;ПВЗ;5500;550;16;880;435;3635;Склад 2;12.08.2025
ORD310296;Доставлен;96808638;AAA_Titanium_9014;2933;4;15;Нет;к. Ребриха;Постамат;11732;439,95;17;1994,44;173;9124,61;Склад 1;03.03.2025
ORD517907;В пути;16616230;AAA_White_8136;4990;3;10;Новогодняя распродажа;с. Орск;ПВЗ;14970;499;18;2694,6;269;11507,4;Склад 3;24.08.2025
ORD464719;Отменен;80855016;FFF_Titanium_1848;5990;1;15;Новогодняя распродажа;д. Жуковский;Курьер;5990;898,5;14;838,6;256;3996,9;Склад 2;20.02.2025
ORD925127;В пути;47418597;BBB_Red_3217;2900;4;20;Новогодняя распродажа;г. Верхний Баскунчак;Постамат;11600;580;19;2204;305;8511;Склад 3;01.07.2025
ORD922813;Отменен;90424966;CCC_Red_9477;1550;1;20;Черная пятница;клх Ковров;ПВЗ;1550;310;19;294,5;423;522,5;Склад 2;15.01.2025
ORD418025;Отменен;69376098;CCC_Titanium_2771;2990;1;0;Новогодняя распродажа;г. Ковров;Постамат;2990;0;18;538,2;321;2130,8;Склад 1;11.06.2025
ORD552752;Отменен;27922657;FFF_Purple_3823;5778;4;15;Черная пятница;п. Хабаровск;Курьер;23112;866,7;15;3466,8;438;18340,5;Склад 2;04.09.2025
ORD773973;Отменен;76585970;FFF_White_7505;5180;1;15;Новогодняя распродажа;ст. Ачхой Мартан;ПВЗ;5180;777;13;673,4;307;3422,6;Склад 3;14.03.2025
ORD848271;Отменен;67182647;GGG_Black_4596;3100;1;5;Черная пятница;клх Магас;Постамат;3100;155;13;403;341;2201;Склад 3;14.01.2025
ORD301285;Отменен;12911883;DDD_Red_2385;680;3;5;Новогодняя распродажа;п. Нарым;Постамат;2040;34;10;204;274;1528;Склад 2;29.05.2025
ORD229052;Отменен;35122854;FFF_Titanium_2565;5500;4;5;Новогодняя распродажа;клх Ачинск;ПВЗ;22000;275;12;2640;429;18656;Склад 1;01.08.2025
ORD408630;В пути;87660983;EEE_Green_6626;3380;4;10;Новогодняя распродажа;п. Красная Поляна;Постамат;13520;338;17;2298,4;469;10414,6;Склад 1;05.03.2025
ORD430141;Доставлен;29055787;FFF_Blue_7389;7180;2;5;Нет;г. Жиганск;Постамат;14360;359;16;2297,6;355;11348,4;Склад 3;17.02.2025
ORD235617;Доставлен;13544308;BBB_Titanium_5322;10880;1;15;Нет;п. Нягань;Курьер;10880;1632;19;2067,2;428;6752,8;Склад 3;29.08.2025
ORD614033;В пути;94828431;AAA_Black_1577;3180;3;10;Новогодняя распродажа;ст. Апрелевка;Курьер;9540;318;10;954;123;8145;Склад 2;02.01.2025
ORD642365;В пути;59775520;HHH_Purple_5299;490;1;20;Черная пятница;к. Новая Игирма;Курьер;490;98;11;53,9;462;-123,9;Склад 2;21.04.2025
ORD412169;В пути;88421485;DDD_Clear_8430;4200;1;0;Черная пятница;клх Каргасок;Курьер;4200;0;17;714;175;3311;Склад 2;09.05.2025
ORD474171;В пути;64089075;GGG_Purple_7302;4600;2;5;Новогодняя распродажа;с. Карабулак;Курьер;9200;230;13;1196;202;7572;Склад 1;22.03.2025
ORD360983;Отменен;89551751;HHH_Purple_7181;9180;1;20;Нет;с. Октябрьское (Хант.);Курьер;9180;1836;11;1009,8;121;6213,2;Склад 1;13.05.2025
ORD804479;Доставлен;62735344;GGG_Blue_8476;2980;3;15;Черная пятница;п. Тавда;ПВЗ;8940;447;19;1698,6;486;6308,4;Склад 3;12.03.2025
ORD326405;Отменен;11476432;DDD_Titanium_7638;6380;3;0;Нет;п. Магас;Курьер;19140;0;17;3253,8;440;15446,2;Склад 3;03.02.2025
ORD899663;Доставлен;47335358;GGG_Pink_1893;2780;2;20;Черная пятница;п. Великий Устюг;Постамат;5560;556;14;778,4;465;3760,6;Склад 3;24.09.2025
ORD597059;Доставлен;29400855;HHH_White_3901;6580;1;0;Новогодняя распродажа;к. Верхний Баскунчак;ПВЗ;6580;0;18;1184,4;438;4957,6;Склад 2;30.01.2025
ORD289737;В пути;42624136;BBB_Green_8505;9180;3;5;Нет;ст. Избербаш;Постамат;27540;459;16;4406,4;291;22383,6;Склад 1;06.09.2025
ORD608838;Отменен;92713858;AAA_Green_1858;2180;1;15;Черная пятница;ст. Новомосковск;Курьер;2180;327;17;370,6;469;1013,4;Склад 3;26.01.2025
ORD649760;В пути;27730464;CCC_White_7695;7180;1;0;Новогодняя распродажа;к. Ангарск;Курьер;7180;0;18;1292,4;487;5400,6;Склад 3;10.01.2025
ORD430152;Отменен;84862533;FFF_Red_8076;7580;1;20;Новогодняя распродажа;г. Казань;Постамат;7580;1516;10;758;301;5005;Склад 3;14.02.2025
ORD546464;Доставлен;52491122;BBB_Titanium_6217;5980;2;5;Новогодняя распродажа;клх Малгобек;Постамат;11960;299;16;1913,6;170;9577,4;Склад 3;14.01.2025
ORD517463;В пути;65992151;FFF_Red_3712;3400;1;5;Нет;д. Уфа;Постамат;3400;170;10;340;363;2527;Склад 3;29.06.2025
ORD603789;В пути;28866848;EEE_Red_3383;2980;3;20;Нет;п. Химки;ПВЗ;8940;596;10;894;490;6960;Склад 3;18.09.2025
ORD624245;Доставлен;54064492;AAA_Titanium_8916;4980;1;20;Новогодняя распродажа;д. Калач;Курьер;4980;996;19;946,2;448;2589,8;Склад 1;29.08.2025
ORD244021;Доставлен;91524796;CCC_Purple_9225;3380;3;0;Нет;д. Миллерово;Постамат;10140;0;15;1521;444;8175;Склад 3;08.07.2025
ORD760880;Доставлен;68959920;FFF_Red_1714;2380;1;10;Черная пятница;клх Ясный (Оренб.);Курьер;2380;238;17;404,6;473;1264,4;Склад 1;26.04.2025
ORD591518;В пути;40042947;GGG_Green_4062;5990;3;5;Новогодняя распродажа;клх Малгобек;Постамат;17970;299,5;18;3234,6;457;13978,9;Склад 2;31.08.2025
ORD174750;Отменен;84888512;EEE_Green_3323;1250;3;0;Новогодняя распродажа;п. Хатанга;Курьер;3750;0;19;712,5;410;2627,5;Склад 1;07.02.2025
ORD261084;В пути;41812842;BBB_Green_4942;4980;1;20;Нет;к. Шатки;ПВЗ;4980;996;18;896,4;387;2700,6;Склад 2;02.04.2025
ORD185815;Отменен;50877595;GGG_Blue_3143;3350;1;0;Новогодняя распродажа;г. Арсеньев;Курьер;3350;0;14;469;205;2676;Склад 1;30.06.2025
